pregunta,respuesta,tema,dificultad
¿Qué es la performatividad material en arte?,Capacidad de acción de objetos artísticos,Arte,muy-dificil
¿En qué consiste la estética especulativa?,Arte que imagina futuros alternativos,Arte,muy-dificil
¿Cuál fue la importancia del arte después del fin del arte?,Pluralidad sin narrativa evolutiva,Arte,muy-dificil
¿Qué caracteriza al arte de inteligencia artificial?,Creación artística por sistemas algorítmicos,Arte,muy-dificil
¿En qué consiste la música de paisajes sonoros?,Composición con ecologías acústicas,Arte,muy-dificil
¿Cuál es el concepto de agencia distribuida?,Acción repartida entre humanos y no humanos,Arte,muy-dificil
¿Qué es la estética de la supervivencia?,Arte en condiciones de precariedad extrema,Arte,muy-dificil
¿En qué consiste el arte de realidad mixta?,Hibridación de espacios físicos y digitales,Arte,muy-dificil
¿Cuál fue la revolución del bioarte?,Manipulación artística de organismos vivos,Arte,muy-dificil
¿Qué caracteriza al arte planetario?,Escala geológica y cósmica en creación,Arte,muy-dificil
¿En qué consiste la música de inteligencia artificial?,Composición autónoma por sistemas de ML,Arte,muy-dificil
¿Cuál es el concepto de arte multiespecie?,Colaboración creativa interespecies,Arte,muy-dificil
¿Qué es la estética de la relacionalidad?,Arte basado en conexiones y vínculos,Arte,muy-dificil
¿En qué consiste el arte de datos?,Creación artística con big data,Arte,muy-dificil
¿Cuál fue la importancia del giro afectivo?,Emociones como categoría estética fundamental,Arte,muy-dificil
¿Qué caracteriza al arte de realidad cuántica?,Exploración artística de física cuántica,Arte,muy-dificil
¿En qué consiste la música de sistemas complejos?,Composición basada en teoría de la complejidad,Arte,muy-dificil
¿Cuál es el concepto de estética posthumana crítica?,Arte que cuestiona antropocentrismo radical,Arte,muy-dificil
¿Qué es la performatividad interespecie?,Actuación colaborativa entre especies,Arte,muy-dificil
¿En qué consiste el arte de nanotecnología?,Creación a escala molecular,Arte,muy-dificil
¿Cuál fue la revolución del arte sintético?,Generación artificial de experiencias estéticas,Arte,muy-dificil
¿Qué caracteriza al arte de sistemas dinámicos?,Obras que evolucionan autoorganizadamente,Arte,muy-dificil
¿En qué consiste la música de redes neuronales?,Composición por deep learning,Arte,muy-dificil
¿Cuál es el concepto de estética del ensamblaje?,Arte como configuración heterogénea,Arte,muy-dificil
¿Qué es la creatividad artificial?,Capacidad generativa autónoma de máquinas,Arte,muy-dificil
¿En qué consiste el arte de mundos virtuales?,Creación de realidades paralelas digitales,Arte,muy-dificil
¿Cuántos jugadores tiene un equipo de voleibol?,Seis,Deportes,muy-facil
¿Qué deporte se practica en una piscina?,Natación,Deportes,muy-facil
¿En qué deporte se usa un arco y flechas?,Tiro con arco,Deportes,muy-facil
¿Cuántos puntos vale una canasta en baloncesto?,Dos o tres puntos,Deportes,muy-facil
¿Qué deporte practica Tiger Woods?,Golf,Deportes,muy-facil
¿En qué deporte hay un ring?,Boxeo,Deportes,muy-facil
¿Cuántos sets se necesitan para ganar en voleibol?,Tres sets,Deportes,muy-facil
¿Qué deporte se juega con los pies?,Fútbol,Deportes,muy-facil
¿En qué deporte se hace un spike?,Voleibol,Deportes,muy-facil
¿Cuántos jugadores hay en un equipo de rugby?,Quince,Deportes,muy-facil
¿Qué deporte practica Serena Williams?,Tenis,Deportes,muy-facil
¿En qué deporte se usa una red alta?,Voleibol,Deportes,muy-facil
¿Cuántos minutos dura un round de boxeo?,Tres minutos,Deportes,muy-facil
¿Qué deporte se practica en una cancha rectangular?,Baloncesto,Deportes,muy-facil
¿En qué deporte se hace un salto mortal?,Gimnasia,Deportes,muy-facil
¿Cuántos palos se usan en hockey?,Uno por jugador,Deportes,muy-facil
¿Qué deporte practica Lewis Hamilton?,Fórmula 1,Deportes,muy-facil
¿En qué deporte se nada en el mar?,Natación en aguas abiertas,Deportes,muy-facil
¿Cuántos equipos participan en un partido?,Dos,Deportes,muy-facil
¿Qué deporte se practica con una pelota ovalada?,Rugby,Deportes,muy-facil
¿En qué deporte se usa un casco protector?,Hockey,Deportes,muy-facil
¿Cuántas vueltas tiene una pista de atletismo?,Cuatro para completar 1600m,Deportes,muy-facil
¿Qué deporte practica Usain Bolt?,Atletismo,Deportes,muy-facil
¿En qué deporte se usan guantes especiales?,Boxeo,Deportes,muy-facil
¿Cuántos tiempos tiene un partido de fútbol americano?,Cuatro cuartos,Deportes,muy-facil
¿Qué deporte se practica en una mesa?,Ping pong,Deportes,muy-facil
¿En qué deporte se hace un try?,Rugby,Deportes,muy-facil
¿Cuántos lanzamientos libres se conceden por falta?,Uno o dos,Deportes,muy-facil
¿Qué deporte practica Cristiano Ronaldo?,Fútbol,Deportes,muy-facil
¿En qué deporte se usa una moto?,Motociclismo,Deportes,muy-facil
¿Cuál es la distancia de un maratón completo?,42.195 kilómetros,Deportes,facil
¿En qué consiste el sistema de sets en tenis?,Ganar seis juegos con ventaja de dos,Deportes,facil
¿Qué es un triple-doble en baloncesto?,Dobles dígitos en tres estadísticas,Deportes,facil
¿Cuántos innings tiene un partido de béisbol?,Nueve innings,Deportes,facil
¿En qué consiste la técnica del crol?,Estilo de natación alterno de brazos,Deportes,facil
¿Qué es una falta técnica en baloncesto?,Infracción de conducta o procedimiento,Deportes,facil
¿Cuántos puntos vale un ensayo en rugby?,Cinco puntos,Deportes,facil
¿En qué consiste el sistema de ranking en tenis?,Clasificación mundial de jugadores,Deportes,facil
¿Qué es un corner kick en fútbol?,Saque de esquina por defensa,Deportes,facil
¿Cuántas categorías de peso hay en boxeo?,Diecisiete categorías profesionales,Deportes,facil
¿En qué consiste la regla del offside en fútbol?,Posición adelantada ilegal,Deportes,facil
¿Qué es un home run en béisbol?,Bateo que permite recorrer todas las bases,Deportes,facil
¿Cuántos jugadores hay en un equipo de hockey hielo?,Seis por equipo en cancha,Deportes,facil
¿En qué consiste la técnica del smash en tenis?,Golpe potente por encima de la cabeza,Deportes,facil
¿Qué es una tarjeta amarilla en fútbol?,Amonestación por infracción,Deportes,facil
¿Cuántos puntos vale un field goal en fútbol americano?,Tres puntos,Deportes,facil
¿En qué consiste el sistema de eliminación directa?,Perdedor queda eliminado del torneo,Deportes,facil
¿Qué es un strike out en béisbol?,Eliminar bateador con tres strikes,Deportes,facil
¿Cuántas faltas personales eliminan a un jugador de NBA?,Seis faltas personales,Deportes,facil
¿En qué consiste la regla de los dos toques en voleibol?,Prohibición de tocar balón dos veces seguidas,Deportes,facil
¿Qué es un penalty en fútbol?,Tiro penal por falta en área,Deportes,facil
¿Cuántos round máximo hay en boxeo amateur?,Tres rounds,Deportes,facil
¿En qué consiste la técnica del drop shot en tenis?,Golpe suave que cae cerca de la red,Deportes,facil
¿Qué es un scrum en rugby?,Formación para disputar balón,Deportes,facil
¿Cuántos saltos hay en triple salto?,Tres fases: hop step y jump,Deportes,facil
¿En qué consiste el sistema suizo en torneos?,Todos juegan mismo número de rondas,Deportes,facil
¿Qué es un eagle en golf?,Dos golpes bajo par,Deportes,facil
¿Cuántos metros mide una cancha de baloncesto NBA?,28.7 x 15.2 metros,Deportes,facil
¿En qué consiste la regla de ventaja en rugby?,Permitir juego fluido tras infracción menor,Deportes,facil
¿Qué es un double fault en tenis?,Dos servicios fallidos consecutivos,Deportes,facil
¿En qué consiste la táctica del pressing en fútbol?,Presión defensiva alta e intensa,Deportes,medio
¿Cuál es la función del libero en voleibol moderno?,Especialista defensivo que no puede atacar,Deportes,medio
¿Qué es el sistema de drafts en deportes profesionales?,Selección ordenada de jugadores amateur,Deportes,medio
¿En qué consiste la regla del challenge en tenis profesional?,Revisión electrónica de decisiones arbitrales,Deportes,medio
¿Cuál es la importancia del VO2 máximo en atletismo?,Medida de capacidad aeróbica máxima,Deportes,medio
¿Qué es la zona de exclusión en waterpolo?,Sanción temporal por falta grave,Deportes,medio
¿En qué consiste el sistema de handicap en golf?,Nivelación de habilidades entre jugadores,Deportes,medio
¿Cuál es la función del designated hitter en béisbol?,Bateador especializado que no defiende,Deportes,medio
¿Qué es el fair play financiero en fútbol?,Regulación de gastos de clubes profesionales,Deportes,medio
¿En qué consiste la regla del shot clock en baloncesto?,Tiempo límite para intentar canasta,Deportes,medio
¿Cuál es la importancia de la periodización en entrenamiento?,Planificación sistemática de cargas,Deportes,medio
¿Qué es el sistema de wild card en torneos?,Invitación especial sin clasificación normal,Deportes,medio
¿En qué consiste la estrategia del contra-ataque?,Transición rápida de defensa a ataque,Deportes,medio
¿Cuál es la función del TMO en rugby?,Official de video para decisiones complejas,Deportes,medio
¿Qué es la regla del advantage en tenis?,Punto de ventaja tras deuce,Deportes,medio
¿En qué consiste el sistema de seeding en torneos?,Clasificación para evitar cruces tempranos,Deportes,medio
¿Cuál es la importancia del lactato en entrenamiento?,Indicador de intensidad metabólica,Deportes,medio
¿Qué es el sistema de playoffs en deportes americanos?,Eliminatorias para determinar campeón,Deportes,medio
¿En qué consiste la táctica del full court press?,Presión defensiva en toda la cancha,Deportes,medio
¿Cuál es la función del VAR en fútbol moderno?,Asistencia de video para decisiones arbitrales,Deportes,medio
¿Qué es la regla de los cuatro downs en fútbol americano?,Cuatro intentos para avanzar diez yardas,Deportes,medio
¿En qué consiste el sistema de tie-break en tenis?,Desempate a primero en llegar a siete,Deportes,medio
¿Cuál es la importancia del análisis biomecánico?,Optimización técnica del movimiento deportivo,Deportes,medio
¿Qué es el salary cap en ligas profesionales?,Límite salarial para equipidad competitiva,Deportes,medio
¿En qué consiste la estrategia del pick and roll?,Táctica ofensiva con bloqueo y continuación,Deportes,medio
¿Cuál es la función del hawkeye en tenis?,Sistema electrónico de seguimiento de pelota,Deportes,medio
¿Qué es la regla del icing en hockey?,Infracción por envío desde zona defensiva,Deportes,medio
¿En qué consiste el concepto de periodización táctica?,Integración de aspectos técnicos y físicos,Deportes,medio
¿Cuál es la importancia del momentum en competición?,Factor psicológico de dominio del juego,Deportes,medio
¿Qué es el sistema de round-robin en torneos?,Formato donde todos enfrentan a todos,Deportes,medio
¿En qué consiste la periodización del entrenamiento deportivo?,Planificación sistemática de volumen e intensidad,Deportes,dificil
¿Cuál es la importancia del umbral anaeróbico?,Punto metabólico crítico para rendimiento,Deportes,dificil
¿Qué caracteriza al entrenamiento polarizado?,Distribución bimodal de intensidades,Deportes,dificil
¿En qué consiste la teoría del aprendizaje motor?,Procesos de adquisición de habilidades motoras,Deportes,dificil
¿Cuál es la función de la supercompensación?,Adaptación que supera nivel inicial,Deportes,dificil
¿Qué es el concepto de transferencia específica?,Aplicación de habilidades entre contextos,Deportes,dificil
¿En qué consiste la periodización no lineal?,Variación constante de estímulos de entrenamiento,Deportes,dificil
¿Cuál es la importancia del análisis notacional?,Evaluación cuantitativa del rendimiento técnico-táctico,Deportes,dificil
¿Qué caracteriza al entrenamiento concurrente?,Desarrollo simultáneo de capacidades diferentes,Deportes,dificil
¿En qué consiste la teoría de la carga de entrenamiento?,Cuantificación del estrés fisiológico,Deportes,dificil
¿Cuál es la función de la periodización del tapering?,Reducción de carga previa a competición,Deportes,dificil
¿Qué es el concepto de especificidad funcional?,Similitud entre entrenamiento y competición,Deportes,dificil
¿En qué consiste la fatiga neuromuscular?,Decremento de capacidad contráctil,Deportes,dificil
¿Cuál es la importancia de la variabilidad de la frecuencia cardíaca?,Indicador de estado del sistema autónomo,Deportes,dificil
¿Qué caracteriza al entrenamiento en hipoxia?,Adaptaciones a deficiencia de oxígeno,Deportes,dificil
¿En qué consiste la teoría de la sobrecarga progresiva?,Incremento gradual del estímulo de entrenamiento,Deportes,dificil
¿Cuál es la función de la crioterapia en recuperación?,Uso del frío para acelerar regeneración,Deportes,dificil
¿Qué es el concepto de potenciación post-activación?,Mejora del rendimiento tras contracción intensa,Deportes,dificil
¿En qué consiste la periodización del bloque?,Concentración de cargas específicas por períodos,Deportes,dificil
¿Cuál es la importancia del análisis cinemático?,Estudio del movimiento sin considerar fuerzas,Deportes,dificil
¿Qué caracteriza al entrenamiento isoinercial?,Resistencia variable con dispositivos especiales,Deportes,dificil
¿En qué consiste la teoría del caos aplicada al deporte?,Sistemas complejos con resultados impredecibles,Deportes,dificil
¿Cuál es la función de la electroestimulación?,Activación muscular mediante impulsos eléctricos,Deportes,dificil
¿Qué es el concepto de carga interna vs externa?,Diferencia entre estímulo aplicado y respuesta fisiológica,Deportes,dificil
¿En qué consiste la periodización conjugada?,Desarrollo simultáneo de múltiples capacidades,Deportes,dificil
¿Cuál es la importancia del análisis cinético?,Estudio de fuerzas que producen movimiento,Deportes,dificil
¿Qué caracteriza al entrenamiento vibratorio?,Uso de vibraciones mecánicas para estimulación,Deportes,dificil
¿En qué consiste la teoría de la práctica deliberada?,Entrenamiento específico para mejora experta,Deportes,dificil
¿Cuál es la función de la termografía en deporte?,Detección de patrones térmicos corporales,Deportes,dificil
¿Qué es el concepto de reserva adaptativa?,Capacidad restante de adaptación al entrenamiento,Deportes,dificil
¿En qué consiste la biomecanics analysis en deportes?,Análisis científico del movimiento humano,Deportes,muy-dificil
¿Cuál es la importancia de la epigenética en rendimiento?,Influencia ambiental en expresión genética,Deportes,muy-dificil
¿Qué caracteriza al entrenamiento de sistemas dinámicos?,Enfoque basado en autoorganización motora,Deportes,muy-dificil
¿En qué consiste la teoría de la complejidad deportiva?,Análisis de sistemas adaptativos complejos,Deportes,muy-dificil
¿Cuál es la función del neurofeedback en entrenamiento?,Retroalimentación cerebral para optimización,Deportes,muy-dificil
¿Qué es el concepto de antifragilidad deportiva?,Fortalecimiento através de estrés adaptativo,Deportes,muy-dificil
¿En qué consiste la cronobiología del rendimiento?,Influencia de ritmos circadianos en deporte,Deportes,muy-dificil
¿Cuál es la importancia de la microbiota en atletas?,Influencia bacteriana en rendimiento y salud,Deportes,muy-dificil
¿Qué caracteriza al entrenamiento constraint-led?,Aprendizaje motor guiado por restricciones,Deportes,muy-dificil
¿En qué consiste la teoría de redes en deportes colectivos?,Análisis de interacciones como grafos,Deportes,muy-dificil
¿Cuál es la función de la realidad virtual en entrenamiento?,Simulación inmersiva para práctica específica,Deportes,muy-dificil
¿Qué es el concepto de periodización inversa?,Enfoque que prioriza especificidad temprana,Deportes,muy-dificil
¿En qué consiste la inteligencia artificial en análisis deportivo?,Uso de ML para patrones complejos,Deportes,muy-dificil
¿Cuál es la importancia de la psiconeuroendocrinología?,Interacción mente-sistema hormonal en deporte,Deportes,muy-dificil
¿Qué caracteriza al entrenamiento de flujo sensorial?,Optimización de input sensorial para rendimiento,Deportes,muy-dificil
¿En qué consiste la teoría de affordances motoras?,Oportunidades de acción en ambiente deportivo,Deportes,muy-dificil
¿Cuál es la función de la optogenética experimental?,Manipulación neuronal con luz para estudio,Deportes,muy-dificil
¿Qué es el concepto de meta-aprendizaje motor?,Aprender a aprender habilidades motoras,Deportes,muy-dificil
¿En qué consiste la bioingeniería del rendimiento?,Aplicación de principios ingenieriles al deporte,Deportes,muy-dificil
¿Cuál es la importancia de la farmacogenómica deportiva?,Respuesta individual a sustancias según genética,Deportes,muy-dificil
¿Qué caracteriza al entrenamiento cuántico hipotético?,Aplicación de principios cuánticos a motor control,Deportes,muy-dificil
¿En qué consiste la teoría de la información motora?,Procesamiento de información en control motor,Deportes,muy-dificil
¿Cuál es la función de la nanotecnología en deporte?,Aplicaciones a nanoescala para rendimiento,Deportes,muy-dificil
¿Qué es el concepto de emergencia en sistemas deportivos?,Propiedades que surgen de interacciones complejas,Deportes,muy-dificil
¿En qué consiste la biomecánica computacional?,Modelado matemático de movimiento humano,Deportes,muy-dificil
¿Cuál es la importancia de la proteómica en atletas?,Análisis de expresión proteica bajo entrenamiento,Deportes,muy-dificil
¿Qué caracteriza al entrenamiento de redes neuronales?,Optimización de patrones de conectividad cerebral,Deportes,muy-dificil
¿En qué consiste la teoría de catástrofes en deporte?,Cambios súbitos en rendimiento por pequeñas variaciones,Deportes,muy-dificil
¿Cuál es la función de la biología sintética experimental?,Diseño de sistemas biológicos para rendimiento,Deportes,muy-dificil
¿Qué es el concepto de swarm intelligence en deportes?,Inteligencia colectiva en deportes de equipo,Deportes,muy-dificil
¿En qué consiste la mecánica cuántica del movimiento?,Aplicación hipotética de QM a sistemas biológicos,Deportes,muy-dificil
¿Cuál es la importancia de la criobiología deportiva?,Estudio de efectos de bajas temperaturas,Deportes,muy-dificil
¿Qué caracteriza al entrenamiento de morfogénesis?,Modificación dirigida de estructuras corporales,Deportes,muy-dificil
¿En qué consiste la teoría de juegos evolutivos?,Estrategias que evolucionan en competición,Deportes,muy-dificil
¿Cuál es la función de la computación cuántica en análisis?,Procesamiento exponencial de datos deportivos,Deportes,muy-dificil
¿Qué es el concepto de metacognición deportiva?,Pensamiento sobre el pensamiento en deporte,Deportes,muy-dificil
¿En qué consiste la bioarquitectura del rendimiento?,Diseño de estructuras biológicas optimizadas,Deportes,muy-dificil
